Link,Baslik,Fiyat (Metin),Fiyat (Sayisal),Konum,Listing No,Last Update Date,Listing status,Residence Type,Number Of Room + Hall,Number of Bathrooms,Gross / Net m²,Number of Floors,Floor,Property Age,Heating Type,Loan Availability,Title Deed Status,Furnishing Status,Usage Status,Inside The Site,Swap,Facade,Property Structure,Fuel Type,Structure Type,State of the Building,Rental Income,Dues,Authorized Office,Last Update Dat...,Number Of Room ...,Number of Bathr...,Number of Floor...,Loan Availabili...,Title Deed Stat...,Furnishing Stat...,Closed Area M2,Open Area M2,Property Struct...,State of the Bu...,Authorized Offi...
https://www.hepsiemlak.com/en/izmir-buca-inonu-satilik/mustakil-ev/143815-386,"100 Square Meters Detached House For Sale in Buca, Izmir",8.350.000 TRY,8350000.0,,143815-386,17/10/2025,For Sale,Detached House,3 + 1,1.0,"100 m2 
/ 90 m2",2 Storey,Garden,2 at Age,Combi Boiler,Available,Condominium,Not Furnished,Tenanted,,No,,,,,,,200 TRY,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-yigitler-satilik/daire/0-42558528,"170 Square Meters Apartment For Sale in Buca, Izmir",7.500.000 TRY,7500000.0,,0-42558528,18/08/2025,For Sale,Apartment,3 + 1,2.0,"170 m2 
/ 160 m2",4 Storey,Garden,28 at Age,Combi Boiler,Available,Condominium,Not Furnished,Owner,,No,,Bahçe Dubleksi,Gas,,0,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-efeler-satilik/daire/130288-680,"120 Square Meters Apartment For Sale in Buca, Izmir",4.200.000 TRY,4200000.0,,130288-680,05/10/2025,For Sale,Apartment,2 + 1,1.0,"120 m2 
/ 100 m2",4 Storey,Garden,21 at Age,Combi Boiler,Available,Condominium,Not Furnished,Owner,,No,,,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-izkent-satilik/daire/153834-58,"72 Square Meters Apartment For Sale in Buca, Izmir",4.600.000 TRY,4600000.0,,153834-58,04/09/2025,For Sale,Apartment,2 + 1,1.0,"72 m2 
/ 59 m2",9 Storey,3,New Property,Central Heating (Share Meter),Available,Floor Easement,Not Furnished,Empty,Yes,No,,,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-camlipinar-satilik/daire/63598-279,"150 Square Meters Apartment For Sale in Buca, Izmir",6.200.000 TRY,6200000.0,,63598-279,19/10/2025,For Sale,Apartment,3 + 1,2.0,"150 m2 
/ 120 m2",10 Storey,Top,1 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Owner,,No,"North, South",Çatı Dubleksi,Gas,Reinforced Concrete,Second Hand,,,Yes,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-firat-satilik/daire/152216-101,"140 Square Meters Apartment For Sale in Buca, Izmir",3.700.000 TRY,3700000.0,,152216-101,19/10/2025,For Sale,Apartment,3 + 1,1.0,"140 m2 
/ 130 m2",7 Storey,7,16 at Age,Combi Boiler,Available,Condominium,Not Furnished,Empty,,No,"South, East",,,,,,400 TRY,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-hurriyet-satilik/daire/124272-476,"127 Square Meters Apartment For Sale in Buca, Izmir",4.600.000 TRY,4600000.0,,124272-476,25/09/2025,For Sale,Apartment,3 + 1,1.0,"127 m2 
/ 117 m2",4 Storey,3,13 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Owner,,No,,Daire,Gas,Reinforced Concrete,Second Hand,,,Yes,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-izkent-satilik/daire/111716-1452,"80 Square Meters Apartment For Sale in Buca, Izmir",3.675.000 TRY,3675000.0,,111716-1452,21/10/2025,For Sale,Apartment,2 + 1,1.0,"80 m2 
/ 75 m2",5 Storey,3,26 at Age,Combi Boiler,Available,Condominium,Not Furnished,Empty,,,,Daire,Gas,Reinforced Concrete,Second Hand,,,Yes,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-kurucesme-satilik/daire/103185-534,"60 Square Meters Apartment For Sale in Buca, Izmir",2.950.000 TRY,2950000.0,,103185-534,17/10/2025,For Sale,Apartment,1 + 1,1.0,"60 m2 
/ 55 m2",3 Storey,2,7 at Age,Combi Boiler,Available,Floor Easement,,Tenanted,,No,,Daire,Gas,Reinforced Concrete,Second Hand,15.000 TRY,,Yes,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/143819-129,"55 Square Meters Apartment For Sale in Buca, Izmir",3.120.000 TRY,3120000.0,,143819-129,14/10/2025,For Sale,Apartment,1 + 1,1.0,"55 m2 
/ 50 m2",5 Storey,4,New Property,Combi Boiler,Available,Floor Easement,Not Furnished,Tenanted,,No,South,,,,,,350 TRY,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-yenigun-satilik/daire/162032-1,"140 Square Meters Apartment For Sale in Buca, Izmir",5.150.000 TRY,5150000.0,,162032-1,05/10/2025,For Sale,Apartment,3 + 1,2.0,"140 m2 
/ 130 m2",4 Storey,3,24 at Age,Combi Boiler,Available,Condominium,Not Furnished,,,No,,Daire,Gas,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-kurucesme-satilik/daire/143820-36,"50 Square Meters Apartment For Sale in Buca, Izmir",3.425.000 TRY,3425000.0,,143820-36,30/09/2025,For Sale,Apartment,1 + 1,1.0,"50 m2 
/ 45 m2",5 Storey,1,New Property,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,Yes,No,West,Daire,Gas,Reinforced Concrete,0,25.000 TRY,,Yes,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/159840-30,"55 Square Meters Apartment For Sale in Buca, Izmir",2.500.000 TRY,2500000.0,,159840-30,23/10/2025,For Sale,Apartment,1 + 1,1.0,"55 m2 
/ 45 m2",3 Storey,3,1 at Age,No Heating,Available,Floor Easement,Not Furnished,Empty,,No,"North, South, East, West",,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/143819-134,"50 Square Meters Apartment For Sale in Buca, Izmir",3.500.000 TRY,3500000.0,,143819-134,14/10/2025,For Sale,Apartment,1 + 1,1.0,"50 m2 
/ 45 m2",3 Storey,3,2 at Age,Combi Boiler,Available,Floor Easement,Furnished,Tenanted,,No,,,,,,,300 TRY,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-yaylacik-satilik/daire/144360-91,"70 Square Meters Apartment For Sale in Buca, Izmir",1.285.000 TRY,1285000.0,,144360-91,,For Sale,Apartment,,,"70 m2 
/ 65 m2",,2,1 at Age,Combi Boiler,,,,Empty,,No,"South, East",,,,,,,,18/10/2025,1 + 1,1.0,2 Storey,Available,Floor Easement,Not Furnished,,,,,
https://www.hepsiemlak.com/en/izmir-buca-kozagac-satilik/daire/158425-26,"155 Square Meters Apartment For Sale in Buca, Izmir",6.750.000 TRY,6750000.0,,158425-26,12/09/2025,For Sale,Apartment,3 + 1,1.0,"155 m2 
/ 130 m2",4 Storey,2,24 at Age,Combi Boiler,Available,Condominium,Furnished,Tenanted,,No,,,Gas,,,36.000 TRY,,Yes,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-kurucesme-satilik/daire/30326-443,"60 Square Meters Apartment For Sale in Buca, Izmir",2.700.000 TRY,2700000.0,,30326-443,21/10/2025,For Sale,Apartment,1 + 1,1.0,"60 m2 
/ 55 m2",7 Storey,2,7 at Age,Combi Boiler,Available,Tapu None,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-inkilap-satilik/daire/132730-301,"128 Square Meters Apartment For Sale in Buca, Izmir",5.200.000 TRY,5200000.0,,132730-301,02/10/2025,For Sale,Apartment,3 + 1,1.0,"128 m2 
/ 120 m2",4 Storey,3,New Property,Combi Boiler,Available,Floor Easement,Not Furnished,Owner,,No,South,,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/142830-214,"140 Square Meters Apartment For Sale in Buca, Izmir",2.400.000 TRY,2400000.0,,142830-214,25/09/2025,For Sale,Apartment,3 + 1,1.0,"140 m2 
/ 130 m2",3 Storey,Top,40 at Age,Air Conditioning,Available,Floor Easement,Not Furnished,Tenanted,,No,"East, West",Daire,Electric,Reinforced Concrete,Second Hand,,100 TRY,Yes,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-yaylacik-satilik/residence/112706-7899,"121 Square Meters Residence For Sale in Buca, Izmir",4.975.000 TRY,4975000.0,,112706-7899,17/10/2025,For Sale,Residence,3 + 1,1.0,"121 m2 
/ 101 m2",8 Storey,7,20 at Age,Unspecified,Not Available,Condominium,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-goksu-satilik/mustakil-ev/18435-5523,"154 Square Meters Detached House For Sale in Buca, Izmir",4.750.000 TRY,4750000.0,,18435-5523,24/09/2025,For Sale,Detached House,2 + 1,1.0,"154 m2 
/ 100 m2",3 Storey,Ground,31 at Age,Air Conditioning,Unknown,Condominium,Not Furnished,Tenanted,,No,,,Electric,,Reinforced Concrete,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-akincilar-satilik/bina/126264-2404,"140 Square Meters Building For Sale in Buca, Izmir",25.000.000 TRY,25000000.0,,126264-2404,14/10/2025,For Sale,Building,3 + 1,2.0,"140 m2 
/ 139 m2",3 Storey,3,47 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Tenanted,,,"South, West",,,,Second Hand,,,Yes,,,,,,,,460 m2,1 m2,,,
https://www.hepsiemlak.com/en/izmir-buca-hurriyet-satilik/daire/120690-271,"40 Square Meters Apartment For Sale in Buca, Izmir",2.650.000 TRY,2650000.0,,120690-271,03/10/2025,For Sale,Apartment,1 + 1,1.0,"40 m2 
/ 38 m2",4 Storey,Garden,New Property,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,,No,"North, South",Daire,Gas,Reinforced Concrete,0,,,Yes,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/158870-6,"65 Square Meters Apartment For Sale in Buca, Izmir",1.160.000 TRY,1160000.0,,158870-6,20/10/2025,For Sale,Apartment,1 + 1,1.0,"65 m2 
/ 60 m2",4 Storey,3,1 at Age,Combi Boiler,Available,Condominium,Not Furnished,Empty,,No,"North, South, East, West",,,,,,250 TRY,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-menderes-satilik/daire/87942-44,"120 Square Meters Apartment For Sale in Buca, Izmir",3.650.000 TRY,3650000.0,,87942-44,15/09/2025,For Sale,Apartment,3 + 1,2.0,"120 m2 
/ 115 m2",4 Storey,4,26 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,,No,"South, East",,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/142618-342,"55 Square Meters Apartment For Sale in Buca, Izmir",2.350.000 TRY,2350000.0,,142618-342,15/10/2025,For Sale,Apartment,1 + 1,1.0,"55 m2 
/ 50 m2",2 Storey,2,4 at Age,Combi Boiler,Available,Floor Easement,Furnished,Tenanted,,No,"North, South, East, West",Daire,Gas,Reinforced Concrete,0,12.000 TRY,150 TRY,Yes,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-kurucesme-satilik/daire/30326-395,"70 Square Meters Apartment For Sale in Buca, Izmir",3.125.000 TRY,3125000.0,,30326-395,27/09/2025,For Sale,Apartment,2 + 0,1.0,"70 m2 
/ 65 m2",2 Storey,2,5 at Age,Air Conditioning,Available,Tapu None,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-kozagac-satilik/daire/143822-97,"75 Square Meters Apartment For Sale in Buca, Izmir",4.650.000 TRY,4650000.0,,143822-97,18/10/2025,For Sale,Apartment,2 + 1,1.0,"75 m2 
/ 70 m2",3 Storey,2,2 at Age,Combi Boiler,Available,Floor Easement,Furnished,Tenanted,,No,"East, West",,,,,,150 TRY,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-goksu-satilik/daire/110918-1056,"85 Square Meters Apartment For Sale in Buca, Izmir",2.950.000 TRY,2950000.0,,110918-1056,20/10/2025,For Sale,Apartment,2 + 1,1.0,"85 m2 
/ 80 m2",2 Storey,2,New Property,Combi Boiler,Available,Condominium,Not Furnished,Empty,,No,,Daire,Gas,Reinforced Concrete,0,,,Yes,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-yigitler-satilik/daire/0-38765802,"115 Square Meters Apartment For Sale in Buca, Izmir",4.250.000 TRY,4250000.0,,0-38765802,13/08/2025,For Sale,Apartment,2 + 1,1.0,"115 m2 
/ 110 m2",4 Storey,Garden,25 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Owner,,No,,Bahçe Katı,Gas,Reinforced Concrete,Second Hand,20.000 TRY,20 TRY,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-yaylacik-satilik/daire/129980-871,"80 Square Meters Apartment For Sale in Buca, Izmir",5.200.000 TRY,5200000.0,,129980-871,20/10/2025,For Sale,Apartment,2 + 1,1.0,"80 m2 
/ 75 m2",5 Storey,3,1 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,Yes,No,"North, South, East, West",,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-yildiz-satilik/daire/161987-43,"85 Square Meters Apartment For Sale in Buca, Izmir",4.650.000 TRY,4650000.0,,161987-43,21/10/2025,For Sale,Apartment,2 + 1,1.0,"85 m2 
/ 75 m2",4 Storey,4,11 at Age,Central Heating (Share Meter),Available,Floor Easement,Not Furnished,Owner,,No,,,Gas,Reinforced Concrete,,,,Yes,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-menderes-satilik/daire/87942-36,"130 Square Meters Apartment For Sale in Buca, Izmir",2.900.000 TRY,2900000.0,,87942-36,15/09/2025,For Sale,Apartment,3 + 1,2.0,"130 m2 
/ 120 m2",4 Storey,Underground 1,26 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,,No,"South, West",,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-hurriyet-satilik/daire/117461-4432,"160 Square Meters Apartment For Sale in Buca, Izmir",7.600.000 TRY,7600000.0,,117461-4432,14/10/2025,For Sale,Apartment,3 + 1,1.0,"160 m2 
/ 145 m2",4 Storey,Raised Ground,New Property,Combi Boiler,Available,Floor Easement,Furnished,Empty,,No,"North, South, West",,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-buca-koop-satilik/daire/159840-20,"157 Square Meters Apartment For Sale in Buca, Izmir",14.500.000 TRY,14500000.0,,159840-20,15/10/2025,For Sale,Apartment,3 + 1,2.0,"157 m2 
/ 130 m2",13 Storey,11,5 at Age,Underfloor Heating,Available,Floor Easement,Not Furnished,Owner,Yes,No,"South, East, West",,,,,,2.500 TRY,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-buca-koop-satilik/daire/139799-962,"55 Square Meters Apartment For Sale in Buca, Izmir",3.100.000 TRY,3100000.0,,139799-962,08/10/2025,For Sale,Apartment,1 + 0,1.0,"55 m2 
/ 45 m2",8 Storey,3,1 at Age,Central,Available,Floor Easement,Furnished,Empty,Myvia Evleri,No,,Daire,Gas,Reinforced Concrete,0,,,Yes,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-yildiz-satilik/daire/153258-3,"178 Square Meters Apartment For Sale in Buca, Izmir",11.200.000 TRY,11200000.0,,153258-3,01/10/2025,For Sale,Apartment,3 + 2,1.0,"178 m2 
/ 140 m2",10 Storey,7,6 at Age,Central Heating (Share Meter),Available,Condominium,Not Furnished,Empty,,No,East,Daire,Gas,Reinforced Concrete,Second Hand,45.000 TRY,4.000 TRY,Yes,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-hurriyet-satilik/daire/138788-202,"160 Square Meters Apartment For Sale in Buca, Izmir",6.750.000 TRY,6750000.0,,138788-202,15/09/2025,For Sale,Apartment,3 + 1,2.0,"160 m2 
/ 145 m2",3 Storey,3,1 at Age,Underfloor Heating,Available,Floor Easement,Furnished,Owner,,No,"North, South, East, West",,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-izkent-satilik/daire/153834-61,"72 Square Meters Apartment For Sale in Buca, Izmir",4.150.000 TRY,4150000.0,,153834-61,23/10/2025,For Sale,Apartment,2 + 1,1.0,"72 m2 
/ 59 m2",9 Storey,Ground,New Property,Central Heating (Share Meter),Available,Floor Easement,Not Furnished,Empty,Yes,No,,,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-firat-satilik/daire/115022-879,"80 Square Meters Apartment For Sale in Buca, Izmir",2.650.000 TRY,2650000.0,,115022-879,18/10/2025,For Sale,Apartment,1 + 1,1.0,"80 m2 
/ 70 m2",1 Storey,1,8 at Age,Air Conditioning,Available,Floor Easement,Not Furnished,Tenanted,,No,,Daire,Gas,Reinforced Concrete,Second Hand,15.000 TRY,,Yes,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-firat-satilik/daire/21915-12943,"102 Square Meters Apartment For Sale in Buca, Izmir",3.000.000 TRY,3000000.0,,21915-12943,11/10/2025,For Sale,Apartment,3 + 1,1.0,"102 m2 
/ 96 m2",3 Storey,Garden,31 at Age,Gas Stove,Available,Condominium,Not Furnished,Tenanted,,No,"East, West",,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-efeler-satilik/daire/18435-5528,"90 Square Meters Apartment For Sale in Buca, Izmir",3.650.000 TRY,3650000.0,,18435-5528,29/09/2025,For Sale,Apartment,2 + 1,1.0,"90 m2 
/ 81 m2",3 Storey,1,40 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Owner,,No,,Daire,Gas,,Reinforced Concrete,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-yesilbaglar-satilik/daire/149571-94,"136 Square Meters Apartment For Sale in Buca, Izmir",2.950.000 TRY,2950000.0,,149571-94,22/10/2025,For Sale,Apartment,3 + 1,1.0,"136 m2 
/ 120 m2",4 Storey,4,11 at Age,Combi Boiler,Available,Condominium,Not Furnished,Empty,,No,"North, South, East, West",,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-buca-koop-satilik/daire/90115-1297,"140 Square Meters Apartment For Sale in Buca, Izmir",5.100.000 TRY,5100000.0,,90115-1297,15/09/2025,For Sale,Apartment,3 + 1,1.0,"140 m2 
/ 125 m2",7 Storey,7,16 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,,No,"North, East",,,,,,250 TRY,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-hurriyet-satilik/daire/151862-56,"55 Square Meters Apartment For Sale in Buca, Izmir",3.199.999 TRY,3199999.0,,151862-56,12/10/2025,For Sale,Apartment,1 + 1,1.0,"55 m2 
/ 50 m2",5 Storey,2,New Property,Underfloor Heating,Available,Floor Easement,Not Furnished,Empty,,No,"North, South, East, West",,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-kurucesme-satilik/daire/155417-87,"42 Square Meters Apartment For Sale in Buca, Izmir",3.600.000 TRY,3600000.0,,155417-87,20/10/2025,For Sale,Apartment,1 + 1,1.0,"42 m2 
/ 38 m2",14 Storey,4,New Property,Central Heating (Share Meter),Available,Condominium,Not Furnished,Empty,,No,,Daire,Gas,,0,30.000 TRY,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-ataturk-satilik/daire/123628-91,"45 Square Meters Apartment For Sale in Buca, Izmir",4.950.000 TRY,4950000.0,,123628-91,15/10/2025,For Sale,Apartment,1 + 1,1.0,"45 m2 
/ 40 m2",3 Storey,2,1 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,Yes,No,"South, East",,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-ataturk-satilik/daire/120563-2238,"60 Square Meters Apartment For Sale in Buca, Izmir",4.700.000 TRY,4700000.0,,120563-2238,14/10/2025,For Sale,Apartment,1 + 1,1.0,"60 m2 
/ 45 m2",4 Storey,2,New Property,Underfloor Heating,Available,Floor Easement,Not Furnished,Empty,Yes,No,,Daire,Gas,Reinforced Concrete,0,,,Yes,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-hurriyet-satilik/daire/138788-262,"160 Square Meters Apartment For Sale in Buca, Izmir",6.750.000 TRY,6750000.0,,138788-262,11/10/2025,For Sale,Apartment,3 + 1,2.0,"160 m2 
/ 145 m2",3 Storey,3,1 at Age,Underfloor Heating,Available,Floor Easement,Furnished,Owner,,No,"North, South, East, West",,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-yigitler-satilik/daire/29626-2064,"110 Square Meters Apartment For Sale in Buca, Izmir",3.600.000 TRY,3600000.0,,29626-2064,14/10/2025,For Sale,Apartment,3 + 1,1.0,"110 m2 
/ 105 m2",4 Storey,Garden,30 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Owner,,No,"North, East",Bahçe Katı,Gas,Reinforced Concrete,Second Hand,25.000 TRY,,Yes,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-camlikule-satilik/daire/143819-130,"90 Square Meters Apartment For Sale in Buca, Izmir",6.390.000 TRY,6390000.0,,143819-130,,For Sale,Apartment,,,"90 m2 
/ 80 m2",,1,New Property,Central Heating...,,,,Empty,Yes,No,,,,,,,,,14/10/2025,2 + 1,1.0,5 Storey,Available,Floor Easement,Not Furnished,,,,,
https://www.hepsiemlak.com/en/izmir-buca-kozagac-satilik/daire/63598-254,"60 Square Meters Apartment For Sale in Buca, Izmir",2.650.000 TRY,2650000.0,,63598-254,05/10/2025,For Sale,Apartment,2 + 1,1.0,"60 m2 
/ 49 m2",4 Storey,Raised Ground,6 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,,No,"East, West",Daire,Gas,Reinforced Concrete,Second Hand,,,Yes,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-kaynaklar-merkez-satilik/villa/120690-182,"1.073 Square Meters Villa For Sale in Buca, Izmir",9.250.000 TRY,9250000.0,,120690-182,15/10/2025,For Sale,Villa,3 + 1,1.0,"1.073 m2 
/ 220 m2",2 Storey,,5 at Age,Air Conditioning,Not Available,Shared Deed,Furnished,Empty,,No,"East, West",,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-firat-satilik/daire/134684-471,"100 Square Meters Apartment For Sale in Buca, Izmir",4.250.000 TRY,4250000.0,,134684-471,16/10/2025,For Sale,Apartment,2 + 1,2.0,"100 m2 
/ 90 m2",2 Storey,1,New Property,Combi Boiler,Available,Floor Easement,Furnished,Empty,,No,"North, South",,,,,,100 TRY,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-kozagac-satilik/daire/129073-428,"111 Square Meters Apartment For Sale in Buca, Izmir",4.000.000 TRY,4000000.0,,129073-428,15/10/2025,For Sale,Apartment,3 + 1,1.0,"111 m2 
/ 101 m2",3 Storey,Raised Ground,New Property,Combi Boiler,Available,Floor Easement,Not Furnished,Tenanted,,No,"South, East",,,,,,300 TRY,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-kozagac-satilik/daire/144360-90,"60 Square Meters Apartment For Sale in Buca, Izmir",1.220.000 TRY,1220000.0,,144360-90,17/10/2025,For Sale,Apartment,1 + 1,1.0,"60 m2 
/ 55 m2",3 Storey,3,3 at Age,Combi Boiler,Available,Floor Easement,Furnished,Empty,,No,South,,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-kurucesme-satilik/daire/153305-64,"60 Square Meters Apartment For Sale in Buca, Izmir",2.900.000 TRY,2900000.0,,153305-64,10/10/2025,For Sale,Apartment,1 + 1,1.0,"60 m2 
/ 55 m2",3 Storey,3,7 at Age,Air Conditioning,Available,Floor Easement,Furnished,Empty,,No,"North, South, East, West",Daire,Electric,Reinforced Concrete,Second Hand,25.000 TRY,,Yes,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-yaylacik-satilik/daire/143819-152,"80 Square Meters Apartment For Sale in Buca, Izmir",3.450.000 TRY,3450000.0,,143819-152,14/10/2025,For Sale,Apartment,2 + 1,1.0,"80 m2 
/ 75 m2",3 Storey,3,11 at Age,Combi Boiler,Available,Condominium,Not Furnished,Empty,,No,,,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-yildiz-satilik/daire/143822-96,"110 Square Meters Apartment For Sale in Buca, Izmir",3.250.000 TRY,3250000.0,,143822-96,18/10/2025,For Sale,Apartment,2 + 1,1.0,"110 m2 
/ 100 m2",4 Storey,Raised Ground,18 at Age,Combi Boiler,Available,Condominium,Not Furnished,Empty,,No,"South, East",Daire,Gas,Reinforced Concrete,Second Hand,25.000 TRY,100 TRY,Yes,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-efeler-satilik/daire/161224-1,"165 Square Meters Apartment For Sale in Buca, Izmir",5.500.000 TRY,5500000.0,,161224-1,17/10/2025,For Sale,Apartment,3 + 1,1.0,"165 m2 
/ 150 m2",6 Storey,Ground,15 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,Yes,No,,Daire,Gas,Reinforced Concrete,Second Hand,35.000 TRY,200 TRY,Yes,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-vali-rahmi-bey-satilik/daire/21915-12959,"130 Square Meters Apartment For Sale in Buca, Izmir",4.500.000 TRY,4500000.0,,21915-12959,23/10/2025,For Sale,Apartment,3 + 1,1.0,"130 m2 
/ 120 m2",3 Storey,2,35 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Tenanted,,No,,Daire,Gas,,Second Hand,25.000 TRY,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-firat-satilik/daire/0-45168383,"100 Square Meters Apartment For Sale in Buca, Izmir",4.145.000 TRY,4145000.0,,0-45168383,15/10/2025,For Sale,Apartment,2 + 1,2.0,"100 m2 
/ 90 m2",3 Storey,Underground 2,9 at Age,Combi Boiler,Available,Condominium,Furnished,Empty,,No,"North, South",Daire,Gas,Reinforced Concrete,Second Hand,25.000 TRY,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-ataturk-satilik/daire/152216-99,"56 Square Meters Apartment For Sale in Buca, Izmir",2.750.000 TRY,2750000.0,,152216-99,10/10/2025,For Sale,Apartment,1 + 1,1.0,"56 m2 
/ 47 m2",9 Storey,3,New Property,Air Conditioning,Available,Floor Easement,Furnished,Tenanted,Vural Park Evleri,No,East,,,,,,750 TRY,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-buca-koop-satilik/daire/143820-34,"170 Square Meters Apartment For Sale in Buca, Izmir",6.000.000 TRY,6000000.0,,143820-34,30/09/2025,For Sale,Apartment,3 + 1,2.0,"170 m2 
/ 150 m2",4 Storey,Underground 1,5 at Age,Combi Boiler,Available,Condominium,Not Furnished,Tenanted,,No,"North, East",Daire,Gas,Reinforced Concrete,Second Hand,33.000 TRY,200 TRY,Yes,,,,,,,,,,,,
